file,emotion,text,speaker
Ses05F_impro05_M050,neu,"and while i really would love to be able to hand you your bag right now, obviously i can't do that.",Ses05M
Ses05F_impro05_M051,neu,so you'd like the fifty dollar voucher?,Ses05M
Ses05F_impro05_M052,neu,"okay, just fill out these three forms, and um- you'll- we'll have that sent to you within the next three weeks and, of course, we'll definitely keep an eye out for your bag.",Ses05M
Ses05F_impro05_M053,neu,you have a wonderful day.,Ses05M
Ses05F_impro06_F000,sad,a good friend of mine passed away the other day.,Ses05F
Ses05F_impro06_F001,sad,"oh they had some pretty progressive cancer,",Ses05F
Ses05F_impro06_F002,sad,"metastasized and it was old and they knew that it wasn't looking good, but-",Ses05F
Ses05F_impro06_F003,sad,yeah. we were. pretty close.,Ses05F
Ses05F_impro06_F004,sad,[breathing],Ses05F
Ses05F_impro06_F005,sad,kind of.,Ses05F
Ses05F_impro06_F006,sad,"it's hard to watch when it's painful for them, you know.",Ses05F
Ses05F_impro06_F007,sad,"i just, i don't know.",Ses05F
Ses05F_impro06_F008,sad,i know.,Ses05F
Ses05F_impro06_F009,sad,and he could of... he was pretty awesome,Ses05F
Ses05F_impro06_F010,sad,"uh, we grew up together.",Ses05F
Ses05F_impro06_F011,sad,"yeah, he kind of did a lot of things, but we acted together, sometimes.",Ses05F
Ses05F_impro06_F012,sad,"i feel really bad for his family, you know.",Ses05F
Ses05F_impro06_F013,sad,"it must be really, really hard to lose a child.",Ses05F
Ses05F_impro06_F014,sad,"yeah. and they were really supportive, like through the whole process, but-",Ses05F
Ses05F_impro06_F015,sad,[breathing],Ses05F
Ses05F_impro06_F016,sad,i can't imagine what his- what his parents are going through.,Ses05F
Ses05F_impro06_F017,sad,"yeah, i'm just going to miss him.",Ses05F
Ses05F_impro06_F018,sad,thank you.,Ses05F
Ses05F_impro06_F019,sad,"yeah, they're going to do some sort of memorial service or something.",Ses05F
Ses05F_impro06_F020,sad,thanks.,Ses05F
Ses05F_impro06_F021,sad,"it's really bizarre, you know, when you know somebody really well, and then...",Ses05F
Ses05F_impro06_F022,sad,something happens and they die and it's like-,Ses05F
Ses05F_impro06_F023,sad,"really hard to imagine that like you're going to continue to live, and that person's just going to have stopped.",Ses05F
Ses05F_impro06_F024,sad,[breathing],Ses05F
Ses05F_impro06_F025,sad,yeah.,Ses05F
Ses05F_impro06_F026,sad,it's hard to say good-bye.,Ses05F
Ses05F_impro06_F027,sad,[breathing],Ses05F
Ses05F_impro06_F029,sad,yeah yeah.,Ses05F
Ses05F_impro06_M001,sad,"oh no, i'm so sorry. what happened?",Ses05M
Ses05F_impro06_M002,sad,that's the worst. i'm so sorry. did you know him well?,Ses05M
Ses05F_impro06_M003,sad,"i am so sorry, it's-",Ses05M
Ses05F_impro06_M004,sad,it's the worst when they go like that. [garbage] was he young?,Ses05M
Ses05F_impro06_M005,sad,"absolutely, absolutely.",Ses05M
Ses05F_impro06_M006,sad,it's the think,Ses05M
Ses05F_impro06_M007,sad,there's no reason for it.,Ses05M
Ses05F_impro06_M008,sad,yeah? what'd he do? what did they do? how'd you know him?,Ses05M
Ses05F_impro06_M009,sad,yeah.,Ses05M
Ses05F_impro06_M010,neu,"is he an actor too, or-?",Ses05M
Ses05F_impro06_M011,sad,"yes of course, of course.",Ses05M
Ses05F_impro06_M012,neu,was he very close to his family?,Ses05M
Ses05F_impro06_M013,neu,yeah.,Ses05M
Ses05F_impro06_M014,sad,of course not. you have no idea what it's like to lose a kid.,Ses05M
Ses05F_impro06_M017,neu,is there a funeral planned? or-,Ses05M
Ses05F_impro06_M018,neu,"cool, well, if you want me to go with you, i will.",Ses05M
Ses05F_impro06_M019,neu,no problem.,Ses05M
Ses05F_impro06_M020,sad,"right, it just doesn't make any sense, it's not real. it doesn't feel real.",Ses05M
Ses05F_impro06_M021,neu,yeah.,Ses05M
Ses05F_impro06_M022,neu,"do you know what, it's going to pass,eventually, i mean it'll never pass, it'll always be there, and you'll always remember and everything like that, but you know. it'll get easier i guess.",Ses05M
Ses05F_impro06_M023,neu,that's the best way to put it.,Ses05M
Ses05F_impro06_M024,neu,absolutely.,Ses05M
Ses05F_impro06_M025,neu,"do you know what, if it was me that died, i'd really want you to be crying and being really upset too any way. so, i think you should definitely do this, because it's trying what it's supposed to be.",Ses05M
Ses05F_impro07_F000,hap,so guess what.,Ses05F
Ses05F_impro07_F001,hap,i got into college.,Ses05F
Ses05F_impro07_F002,hap,u.s.c..,Ses05F
Ses05F_impro07_F003,hap,yeah.,Ses05F
Ses05F_impro07_F004,hap,no.,Ses05F
Ses05F_impro07_F005,hap,i'll stay in town.,Ses05F
Ses05F_impro07_F006,hap,uh- i don't know.,Ses05F
Ses05F_impro07_F007,neu,"well, i don't want to, i don't want to live with my mom.",Ses05F
Ses05F_impro07_F008,hap,whoa. what an idea. where would you want to live?,Ses05F
Ses05F_impro07_F011,hap,"whoa, this is going to be so much fun.",Ses05F
Ses05F_impro07_F012,hap,"thank you. i know, i'm really, really, really excited.",Ses05F
Ses05F_impro07_F013,hap,"i know they have a really, really great program for what i want to do.",Ses05F
Ses05F_impro07_F014,hap,can we for real live together?,Ses05F
Ses05F_impro07_F015,hap,awesome.,Ses05F
Ses05F_impro07_F016,hap,so should we get a place near campus? or-,Ses05F
Ses05F_impro07_F017,hap,okay.,Ses05F
Ses05F_impro07_F021,hap,it's going to be ridiculous. it's going to be so cool.,Ses05F
Ses05F_impro07_F023,hap,"[laughter] oh, i'm going to be working too, i mean.",Ses05F
Ses05F_impro07_F024,hap,i- i hear the same.,Ses05F
Ses05F_impro07_F025,hap,"i don't know how i feel about that, but-",Ses05F
Ses05F_impro07_F026,hap,oh yeah.,Ses05F
Ses05F_impro07_F027,hap,oh yeah.,Ses05F
Ses05F_impro07_F028,hap,"[laughter] oh, it'll be awesome, that's for sure.",Ses05F
Ses05F_impro07_F029,hap,better than if i'd picked up and moved to boston.,Ses05F
Ses05F_impro07_F030,hap,[laughter] by yourself.,Ses05F
Ses05F_impro07_F031,hap,you'd be that kid,Ses05F
Ses05F_impro07_F032,hap,"living near campus, and not going to school.",Ses05F
Ses05F_impro07_F033,hap,[laughter],Ses05F
Ses05F_impro07_F034,hap,yeah.,Ses05F
Ses05F_impro07_F035,hap,we should go apartment shop-er-hunting.,Ses05F
Ses05F_impro07_F036,hap,let's go tomorrow.,Ses05F
Ses05F_impro07_F037,hap,yeah.,Ses05F
Ses05F_impro07_F038,hap,woo-,Ses05F
Ses05F_impro07_F039,hap,exciting.,Ses05F
Ses05F_impro07_M000,hap,what,Ses05M
Ses05F_impro07_M001,hap,"shut up. what'd you get, where'd you get accepted to? please",Ses05M
Ses05F_impro07_M002,hap,"oh, sweet.",Ses05M
Ses05F_impro07_M003,hap,so you're not going to leave me.,Ses05M
Ses05F_impro07_M004,hap,"oh, good good good good good good.",Ses05M
Ses05F_impro07_M005,hap,are you going to live on campus? where are you going to live?,Ses05M
Ses05F_impro07_M006,hap,uh! stay over here. like travel to school. because you are so close to me,Ses05M
Ses05F_impro07_M007,hap,"okay, you're right, you're right, you're right, right. maybe we should get a place together.",Ses05M
Ses05F_impro07_M008,hap,that'll be awesome.,Ses05M
Ses05F_impro07_M009,hap,"i don't know. well. i wouldn't mind living by the u.s.c. campus, you know, but i'm not going to go to school right now, so.",Ses05M
Ses05F_impro07_M011,hap,but i'd love to go all the us- all the u.s.c. parties and do all that crazy stuff with you.,Ses05M
Ses05F_impro07_M012,hap,it is going to be so much fun. yes.,Ses05M
Ses05F_impro07_M013,hap,uh! i'm so happy that you're not going to go away.,Ses05M
Ses05F_impro07_M014,hap,"oh, i bet you're going to love it too. you always wanted to go to u.s.c..",Ses05M
Ses05F_impro07_M015,hap,"you're going to have so much fun. and there's lo- tons of people, you're going to meet so many people, i'm going to meet so many people too, because we're going to be there together.",Ses05M
Ses05F_impro07_M016,hap,"sure, why not. i don't know why not, i'm not doing anything i have no plans, i could live anywhere i want.",Ses05M
Ses05F_impro07_M017,hap,that'll be great. that'll be great.,Ses05M
Ses05F_impro07_M018,hap,"we should try to find, like, a party spot though, like you know where there's going to be a lot of parties, where there are cool people, though. do you know any people that might be out there?",Ses05M
Ses05F_impro07_M019,hap,"yeah, me either.",Ses05M
Ses05F_impro07_M020,hap,"[garbage] i know, i know, i know, we'll figure it out. right? [garbage] it is going to be so much fun.",Ses05M
Ses05F_impro07_M021,hap,"you can't make fun of me because i'm not going to school, though, because i'm going to be working though.",Ses05M
Ses05F_impro07_M024,hap,woo- i i do.,Ses05M
Ses05F_impro07_M025,hap,i know exactly how you feel about that. i think you feel really excited about it. i know you are. i can tell. i know you.,Ses05M
Ses05F_impro07_M026,hap,you're a wild and crazy woman.,Ses05M
Ses05F_impro07_M027,hap,"uh huh, it will be awesome.",Ses05M
Ses05F_impro07_M029,hap,"living near the u.s.c. campus by myself, not going to school there. just really pathetic and sad.",Ses05M
Ses05F_impro07_M030,hap,"exactly. mooching off of all like the college experiences, that would've been me but you have saved me from that disaster. thank you. thank you very much.",Ses05M
Ses05F_impro07_M031,hap,"oh, it's going to be so much fun.",Ses05M
Ses05F_impro07_M032,hap,"well, congratulations. and to me too, because now i get to-have-",Ses05M
Ses05F_impro07_M033,hap,that's a good idea.,Ses05M
Ses05F_impro07_M034,hap,"tomorrow, tomorrow, tomorrow-",Ses05M
Ses05F_impro07_M035,hap,"good. we'll have to have one soon, you're going to have to go to school in a couple of months.",Ses05M
Ses05F_impro07_M036,hap,"oh god, it's awesome... there's going to be tons of places. [garbage]",Ses05M
Ses05F_impro08_F000,neu,"hi, sir. how can i help you?",Ses05F
Ses05F_impro08_F001,neu,okay.,Ses05F
Ses05F_impro08_F002,neu,"[laughter] all right. i'm sorry, sir that you've been having a hard time.",Ses05F
Ses05F_impro08_F003,neu,"i kwon, it is ridiculous",Ses05F
Ses05F_impro08_F004,neu,"yeah, i understand.",Ses05F
Ses05F_impro08_F005,neu,uh- when's when's-,Ses05F
Ses05F_impro08_F007,neu,"if yeah, well if you just slow down we'll um, we'll definitely have your problem solved and after we have your problem solved, then i can transfer you to a manager, someone who can you know, you can voice your complaint to, who will be able to something about it.",Ses05F
Ses05F_impro08_F008,neu,"okay, so where?, okay, all right, so where did you uh- locate your your bill?",Ses05F
Ses05F_impro08_F009,neu,in the mail?,Ses05F
Ses05F_impro08_F010,neu,"so is it, is- is it at all possible that maybe this statement is just old and that the transaction hadn't been processed yet?",Ses05F
Ses05F_impro08_F011,neu,okay.,Ses05F
Ses05F_impro08_F012,neu,okay.,Ses05F
Ses05F_impro08_F014,neu,"okay so, i'll just look it up and you know see what's going on, maybe we can...",Ses05F
Ses05F_impro08_F015,neu,if i call it up on the screen.,Ses05F
Ses05F_impro08_F016,neu,"so in the database, it looks as though um, there is a there is like a glitch in the transaction where it hadn't gone through before, but i do see that you paid the, what can you tell me the amount, what was the amount?",Ses05F
Ses05F_impro08_F017,neu,"okay, i do see that on here, and it says that um, it had some trouble clearing for some reason. and i think that was the problem on our end. so um-",Ses05F
Ses05F_impro08_F018,neu,"well you know sometimes-- just with online transactions, things happens. so um-",Ses05F
Ses05F_impro08_F019,neu,"yeah, we- somebody went in and- and cleared the problem and it looks like you're all paid.",Ses05F
Ses05F_impro08_F020,neu,"you do the direct the direct it um- it's taking right out of your bank account, correct?",Ses05F
Ses05F_impro08_F021,neu,yeah so- that --that did go through.,Ses05F
Ses05F_impro08_F022,neu,"um- i can try to do that for you, certainly.",Ses05F
Ses05F_impro08_F023,neu,"right, right, and since--yeah, since it was just a computer glitch, then that's that should be cleared up as well. so i'm going to go ahead and try and put that into the computer. and if for some reason you notice on your statement in a few days that you've been charged and an overdue fee, then you should just call back and we'll have that.",Ses05F
Ses05F_impro08_F024,neu,well i'll give you my direct line and my number so you can- you can get directly to me.,Ses05F
Ses05F_impro08_F025,neu,yeah.,Ses05F
Ses05F_impro08_F026,neu,no problem.,Ses05F
Ses05F_impro08_F027,neu,ahh one eight hundred three two three,Ses05F
Ses05F_impro08_F028,neu,six four nine four,Ses05F
Ses05F_impro08_F029,neu,you're welcome,Ses05F
Ses05F_impro08_F030,neu,i'm sorry that it was an inconvenience.,Ses05F
Ses05F_impro08_F032,neu,have a good day.,Ses05F
Ses05F_impro08_F033,neu,bye bye,Ses05F
Ses05F_impro08_M004,ang,"this is ridiculous. i- i seriously, i don't understand why you think these automated systems are supposed to like work for anybody. they have never, ever work for me.",Ses05M
Ses05F_impro08_M005,ang,"can you like talk to somebody about this, can you like can you tell them that this is ridiculous and can they change it from now on, is there a phone number you have that i can call that will like automatically be talking to somebody a human being.",Ses05M
Ses05F_impro08_M007,ang,"like i know i paid last month, but it hasn't been paid and you charged me a late fee.",Ses05M
Ses05F_impro08_M013,neu,"okay, great, go ahead.",Ses05M
Ses05F_impro08_M016,neu,"no, no, no, i am grateful.",Ses05M
Ses05F_impro08_M018,neu,did they take-,Ses05M
Ses05F_impro08_M019,neu,"yes, yes, exactly.",Ses05M
Ses05F_impro08_M020,neu,are you taking the late fee off of my account then?,Ses05M
Ses05F_impro08_M022,neu,right.,Ses05M
Ses05F_impro08_M025,hap,"that would be wonderful, that would be great seriously.",Ses05M
Ses05F_impro08_M026,hap,"thank you, what's the number?",Ses05M
Ses05F_impro08_M027,neu,three two three,Ses05M
Ses05F_impro08_M028,hap,"six four nine four. that would be so great, thank you so much.",Ses05M
Ses05F_impro08_M030,hap,"it was horrible, but you've made it much better, thank you very much. absolutely",Ses05M
Ses05F_impro08_M031,hap,"you too, thank you so much, have a wonderful day.",Ses05M
Ses05F_script01_1_F000,sad,what's he going to say? maybe we should tell him before he sees it.,Ses05F
Ses05F_script01_1_F004,sad,did you talk to him?,Ses05F
Ses05F_script01_1_F005,sad,he cried hard.,Ses05F
Ses05F_script01_1_F006,sad,he is thinking about him again.,Ses05F
Ses05F_script01_1_F007,sad,"it's getting just like after larry died, he's having dreams, he's walking around at night.",Ses05F
Ses05F_script01_1_F008,sad,what's the meaning of that?,Ses05F
Ses05F_script01_1_F017,neu,well i got an idea. but what's the story?,Ses05F
Ses05F_script01_1_F024,neu,"well you're a considerate fellow, there's nothing wrong with that.",Ses05F
Ses05F_script01_1_F025,neu,have you asked annie yet to marry you?,Ses05F
Ses05F_script01_1_F026,neu,"well how did you know that she will go along with it, i mean maybe she feels the same way as your father?",Ses05F
Ses05F_script01_1_F027,neu,"the trouble is you don't see enough women, you never have",Ses05F
Ses05F_script01_1_F028,neu,well i just don't see why it has to be annie.,Ses05F
Ses05F_script01_1_F031,sad,"you marry his girl, and you're pronouncing him dead. now what's going to happen to your father, do you know? i don't.",Ses05F
Ses05F_script01_1_F033,ang,what the hell is this?,Ses05F
Ses05F_script01_1_F034,ang,are you crazy?,Ses05F
Ses05F_script01_1_F038,ang,"all right! but don't think like that, because i mean, what the hell did we do all this for, chris? the whole business it's all for you! the whole shooting match is for you!",Ses05F
Ses05F_script01_1_M000,sad,he saw it.,Ses05M
Ses05F_script01_1_M001,sad,he was out here when it broke.,Ses05M
Ses05F_script01_1_M002,sad,"around four this morning, and there was a crack and i looked out. we're standing right there when i cracked.",Ses05M
Ses05F_script01_1_M003,sad,i don't know. but when it cracked he ran back into the house and start to cry in the kitchen.,Ses05M
Ses05F_script01_1_M004,sad,no. i figured it was best to leave him alone.,Ses05M
